"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"487897","487897","txn","","","Ardenna buchananbrowni","","487897","species","Ardenna buchananbrowni","143751","88106","extinct","1"
"374029","374030","txn","","","Ardenna bulleri","","374029","species","Ardenna bulleri","143751","65172","extant","4"
"186228","368282","txn","","","Ardenna pacifica","","186228","species","Ardenna pacifica","143751","65172","extant","30"
"143752","368280","txn","","","Ardenna grisea","","143752","species","Ardenna grisea","143751","65172","extant","35"
"98897","98897","txn","","","Pachyptilinae","","98897","subfamily","Pachyptilinae","39695","24173","extant","0"
"368285","368285","txn","","","Oestrelata","","368285","genus","Oestrelata","39695","65172","extant","0"
"369832","369832","txn","","","Oestrelata vociferans","","369832","species","Oestrelata vociferans","368285","65508","extinct","0"
"372686","372686","txn","","","Thalassoica","","372686","genus","Thalassoica","39695","65172","extant","1"
"372687","372688","txn","","","Thalassoica antarctica","","372687","species","Thalassoica antarctica","372686","65172","extant","1"
"372689","372689","txn","","","Pagodroma","","372689","genus","Pagodroma","39695","65172","extant","1"
"372690","372691","txn","","","Pagodroma nivea","","372690","species","Pagodroma nivea","372689","65172","extant","1"
"370675","370675","txn","","","Pseudobulweria","","370675","genus","Pseudobulweria","39695","65172","extant","25"
"419238","419239","txn","","","Pseudobulweria aterrima","","419238","species","Pseudobulweria aterrima","370675","65172","extant","1"
"370674","370676","txn","","","Pseudobulweria rostrata","","370674","species","Pseudobulweria rostrata","370675","65172","extant","11"
"486139","486139","txn","","","Puffininae","","486139","subfamily","Puffininae","39695","24920","extant","0"
"39702","39702","txn","","","Puffinus","","39702","genus","Puffinus","39695","4783","extant","245"
"414442","414442","txn","","","Puffinus (Puffinus)","","414442","subgenus","Puffinus (Puffinus)","39702","31036","extinct","1"
"143747","143748","txn","","","Puffinus gavia","","143747","species","Puffinus gavia","39702","29521","extant","11"
"372429","372429","txn","","","Puffinus assimilis","","372429","species","Puffinus assimilis","39702","65172","extant","7"
"372428","372430","txn","","","Puffinus assimilis elegans","","372428","subspecies","Puffinus assimilis elegans","372429","65172","extant","3"
"229332","229332","txn","","","Puffinus inceptor","","229332","species","Puffinus inceptor","39702","40838","extinct","2"
"508770","508770","txn","","","Puffinus olsoni","","508770","species","Puffinus olsoni","39702","92066","extinct","5"
"335723","336276","txn","","","Puffinus holeae","","335723","species","Puffinus holeae","39702","57936","extinct","3"
"145769","145769","txn","","","Puffinus kanakoffi","","145769","species","Puffinus kanakoffi","39702","40889","extinct","11"
"105695","105695","txn","","","Puffinus priscus","","105695","species","Puffinus priscus","39702","25098","extinct","7"
"371975","371975","txn","","","Puffinus parvus","","371975","species","Puffinus parvus","39702","66037","extinct","2"
"369833","429473","txn","","","Puffinus aquitanicus","","369833","species","Puffinus aquitanicus","39702","58139","extinct","0"
"80563","80563","txn","","","Puffinus conradi","","80563","species","Puffinus conradi","39702","29790","extinct","1"
"83373","83374","txn","","","Puffinus puffinus","","83373","species","Puffinus puffinus","39702","18140","extant","17"
"129859","129859","txn","","","Puffinus mcgalli","subjective synonym of","83373","species","Puffinus puffinus","39702","27720","extant","17"
"206639","206639","txn","","","Puffinus calhouni","","206639","species","Puffinus calhouni","39702","38669","extinct","3"
"229481","229481","txn","","","Puffinus felthami","","229481","species","Puffinus felthami","39702","40889","extinct","1"
"369830","369830","txn","","","Puffinus eyermani","","369830","species","Puffinus eyermani","39702","63955","extinct","1"
"143749","143749","txn","","","Puffinus huttoni","","143749","species","Puffinus huttoni","39702","29521","extinct","0"
"83367","83367","txn","","","Puffinus pacificoides","","83367","species","Puffinus pacificoides","39702","57791","extinct","4"
"227176","227176","txn","","","Puffinus nestori","","227176","species","Puffinus nestori","39702","40673","extinct","1"
"290676","290676","txn","","","Puffinus micraulax","","290676","species","Puffinus micraulax","39702","50553","extinct","1"
"369834","429474","txn","","","Puffinus antiquus","","369834","species","Puffinus antiquus","39702","58139","extinct","0"
"206576","206576","txn","","","Puffinus tedfordi","","206576","species","Puffinus tedfordi","39702","38651","extinct","2"
"229480","414447","txn","","","Puffinus (Puffinus) diatomicus","","229480","species","Puffinus (Puffinus) diatomicus","39702","40855","extinct","2"
"105696","105696","txn","","","Puffinus mitchelli","","105696","species","Puffinus mitchelli","39702","25098","extinct","5"
"335292","335292","txn","","","Puffinus opisthomelas","","335292","species","Puffinus opisthomelas","39702","40658","extant","13"
"83375","83375","txn","","","Puffinus lherminieri","","83375","species","Puffinus lherminieri","39702","18140","extant","56"
"428668","428669","txn","","","Puffinus yelkouan","","428668","species","Puffinus yelkouan","39702","65172","extant","1"
"371101","371101","txn","","","Puffinus nativitatis","","371101","species","Puffinus nativitatis","39702","65172","extant","21"
"179008","179008","txn","","","Puffinus barnesi","","179008","species","Puffinus barnesi","39702","35406","extinct","1"
"335724","335724","txn","","","Puffinus spelaeus","","335724","species","Puffinus spelaeus","39702","57937","extinct","1"
"372877","372877","txn","","","Puffinus bailloni","","372877","species","Puffinus bailloni","39702","65172","extant","14"
"222244","222244","txn","","","Puffinus persicus","","222244","species","Puffinus persicus","39702","88092","extant","1"
"36632","36632","txn","","","Pelecanoides","","36632","genus","Pelecanoides","39695","6930","extant","45"
"374031","374031","txn","","","Pelecanoides whenuahouensis","","374031","species","Pelecanoides whenuahouensis","36632","66379","extant","22"
"143743","143744","txn","","","Pelecanoides urinatrix","","143743","species","Pelecanoides urinatrix","36632","29521","extant","18"
"336379","336379","txn","","","Pelecanoides cymatotrypetes","","336379","species","Pelecanoides cymatotrypetes","36632","5416","extinct","1"
"230825","230825","txn","","","Pelecanoides miokuaka","","230825","species","Pelecanoides miokuaka","36632","41012","extinct","1"
"374023","374023","txn","","","Pelecanoides georgicus","","374023","species","Pelecanoides georgicus","36632","65172","extant","0"
"400029","400029","txn","","","Aphrodroma","","400029","genus","Aphrodroma","39695","71102","extant","1"
"400030","400030","txn","","","Aphrodroma brevirostris","","400030","species","Aphrodroma brevirostris","400029","71102","extant","1"
"83361","83361","txn","","","Bulweria","","83361","genus","Bulweria","39695","18140","extant","9"
"335256","335256","txn","","","Bulweria bifax","","335256","species","Bulweria bifax","83361","57791","extinct","6"
"186227","368277","txn","","","Bulweria bulwerii","","186227","species","Bulweria bulwerii","83361","36280","extant","2"
"134720","134720","txn","","","Rupelornis definitus","nomen dubium, species not entered","36628","unranked clade","Procellariiformes","36628","28330","extinct","2"
"39703","39703","txn","","","Pelecanoididae","","39703","family","Pelecanoididae","36628","4783","extant","0"
"39706","438470","txn","","","Gaviiformes","","39706","unranked clade","Gaviiformes","206280","77072","extant","132"
"36646","36646","txn","","","Petralca","","36646","genus","Petralca","39706","28399","extinct","2"
"135325","135325","txn","","","Petralca austriaca","","135325","species","Petralca austriaca","36646","28399","extinct","2"
"171011","171011","txn","","","Lonchodytidae","","171011","family","Lonchodytidae","39706","33900","extinct","0"
"39707","39707","txn","","","Gaviidae","","39707","family","Gaviidae","39706","4783","extant","127"
"145762","145762","txn","","","Gaviinae","","145762","subfamily","Gaviinae","39707","29740","extant","0"
"206271","206271","txn","","","Colymbiculus","","206271","genus","Colymbiculus","39707","38603","extinct","1"
"206272","206272","txn","","","Colymbiculus udovichenkoi","","206272","species","Colymbiculus udovichenkoi","206271","38603","extinct","1"
"414432","414432","txn","","","Gaviellinae","","414432","subfamily","Gaviellinae","39707","72049","extinct","0"
"414433","414433","txn","","","Gaviella","","414433","genus","Gaviella","414432","72049","extinct","0"
"428979","428979","txn","","","Colymboidinae","","428979","subfamily","Colymboidinae","39707","74396","extinct","0"
"39708","39708","txn","","","Colymboides","","39708","genus","Colymboides","39707","4783","extinct","4"
"106032","106032","txn","","","Colymboides metzleri","","106032","species","Colymboides metzleri","39708","25149","extinct","1"
"369827","369827","txn","","","Hydrornis","subjective synonym of","39708","genus","Colymboides","39707","65508","extinct","4"
"369825","369825","txn","","","Colymboides minutus","","369825","species","Colymboides minutus","39708","65508","extinct","1"
"369828","369828","txn","","","Hydrornis natator","subjective synonym of","369825","species","Colymboides minutus","39708","65508","extinct","1"
"369824","369824","txn","","","Colymboides anglicus","","369824","species","Colymboides anglicus","39708","65508","extinct","0"
"429236","429236","txn","","","Dyspetornis","subjective synonym of","39708","genus","Colymboides","39707","58139","extinct","4"
"39709","39709","txn","","","Gavia","","39709","genus","Gavia","39707","4783","extant","121"
"368537","368538","txn","","","Gavia pacifica","","368537","species","Gavia pacifica","39709","65172","extant","6"
"83337","83337","txn","","","Gavia egeriana","","83337","species","Gavia egeriana","39709","18140","","1"
"83338","83338","txn","","","Gavia howardae","","83338","species","Gavia howardae","39709","40675","extinct","8"
"83340","83340","txn","","","Gavia fortis","","83340","species","Gavia fortis","39709","18140","extinct","1"
"335138","335138","txn","","","Gavia pusilla","","335138","species","Gavia pusilla","39709","57738","extinct","1"
"83339","83339","txn","","","Gavia concinna","","83339","species","Gavia concinna","39709","72049","extinct","10"
"146114","146114","txn","","","Gavia palaeodytes","subjective synonym of","83339","species","Gavia concinna","39709","75157","extinct","10"
"399893","399893","txn","","","Gavia adamsii","","399893","species","Gavia adamsii","39709","71102","extant","2"
"429238","429238","txn","","","Gavia moldavica","","429238","species","Gavia moldavica","39709","58139","extinct","0"
"429239","429239","txn","","","Gavia paradoxa","","429239","species","Gavia paradoxa","39709","58139","extinct","1"
"179007","179007","txn","","","Gavia brodkorbi","","179007","species","Gavia brodkorbi","39709","35406","extinct","1"
"335288","368268","txn","","","Gavia arctica","","335288","species","Gavia arctica","39709","12782","extant","12"
"429237","429237","txn","","","Gavia schultzi","","429237","species","Gavia schultzi","39709","58139","extinct","0"
"368749","368750","txn","","","Gavia stellata","","368749","species","Gavia stellata","39709","65172","extant","21"
"133767","133768","txn","","","Gavia immer","","133767","species","Gavia immer","39709","28198","extant","23"
"141050","141050","txn","","","Lonchodytes","","141050","genus","Lonchodytes","206280","33900","extinct","1"
"141051","141051","txn","","","Lonchodytes estesi","","141051","species","Lonchodytes estesi","141050","33900","extinct","1"
"401792","401792","txn","","","Coraciomorphae","","401792","order","Coraciomorphae","39241","58890","extant","0"
"401787","401787","txn","","","Colymbomorphae","","401787","order","Colymbomorphae","39241","58890","extant","0"
"401791","401791","txn","","","Sphenisci","","401791","suborder","Sphenisci","401787","58890","extant","0"
"510547","510549","txn","","","Vireosylva calidris","nomen vanum, species not entered","36616","class","Aves","36616","12782","extant","1"
