taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
217419,Boutakioutichnium,genus,38513,extinct,5
217420,Boutakioutichnium atlasicus,species,217419,extinct,5
38531,Theropoda,unranked clade,38513,extinct,0
81016,Theropoda,unranked clade,38513,extinct,1
88805,Theropoda,unranked clade,81016,extinct,1
82635,Dispersituberoolithus,genus,38513,extinct,2
82636,Dispersituberoolithus exilis,species,82635,extinct,1
57415,Theropoda,unranked clade,38513,extinct,1
58861,Salfitichnus,genus,38513,extinct,1
58862,Salfitichnus mentoor,species,58861,extinct,1
515537,Pinnatoolithidae,family,38513,extinct,16
515538,Pinnatoolithus,genus,515537,extinct,9
515541,Pinnatoolithus sangequanensis,species,515538,extinct,1
515540,Pinnatoolithus nanxiongensis,species,515538,extinct,4
515539,Pinnatoolithus shitangensis,species,515538,extinct,4
515542,Lanceoloolithus,genus,515537,extinct,7
515544,Lanceoloolithus huangtangensis,species,515542,extinct,1
515543,Lanceoloolithus xiapingensis,species,515542,extinct,6
142967,Byakudansauropus,genus,38513,extinct,1
142968,Byakudansauropus,genus,142967,extinct,1
54520,Grallatoridae,family,38513,extinct,835
96254,Grallatoridae,family,54520,extinct,0
96255,Grallatoridae,family,96254,extinct,0
174141,Grallatoridae,family,54520,extinct,1
174142,Grallatoridae,family,174141,extinct,1
348383,Pengxianpus,genus,54520,extinct,3
452162,Pengxianpus yulinensis,species,348383,extinct,1
348384,Pengxianpus cifengensis,species,348383,extinct,1
94352,Banisterobates,genus,54520,extinct,1
94353,Banisterobates boisseaui,species,94352,extinct,1
66094,Eubrontes,genus,54520,extinct,304
67045,Eubrontes,genus,54520,extinct,304
133419,Otouphepus declivis,species,66094,extinct,1
348392,Eubrontes,genus,54520,extinct,304
437318,Zizhongpus wumanensis,species,66094,extinct,1
67229,Eubrontes,genus,54520,extinct,304
96914,Eubrontes,genus,54520,extinct,304
348399,Gigandipus hei,species,66094,extinct,1
96915,Gigandipus caudatus,species,66094,extinct,2
348397,Eubrontes,genus,54520,extinct,304
436790,Gigandipus chiappei,species,66094,extinct,1
393825,Gigandipus minor,species,66094,extinct,0
67430,Eubrontes,genus,54520,extinct,304
67437,Eubrontes,genus,54520,extinct,304
67441,Eubrontes,genus,54520,extinct,304
347703,Eubrontes zigongensis,species,66094,extinct,1
348385,Eubrontes monax,species,66094,extinct,1
348396,Eubrontes,genus,66094,extinct,1
68310,Eubrontes glenrosensis,species,66094,extinct,10
348387,Eubrontes,genus,66094,extinct,1
348400,Eubrontes,genus,54520,extinct,304
244977,Eubrontes minusculus,species,66094,extinct,28
67388,Eubrontes minusculus,species,66094,extinct,28
96250,Eubrontes minusculus,species,66094,extinct,28
67411,Eubrontes minusculus,species,66094,extinct,28
348393,Eubrontes,genus,66094,extinct,0
172312,Eubrontes lyellii,species,66094,extinct,3
141632,Eubrontes euskelosauroides,species,66094,extinct,0
258988,Eubrontes tatricus,species,66094,extinct,1
437018,Eubrontes nianpanshanensis,species,66094,extinct,1
172309,Eubrontes fieldi,species,66094,extinct,3
88813,Eubrontes,genus,66094,extinct,1
88812,Eubrontes,genus,54520,extinct,304
85813,Eubrontes,genus,54520,extinct,304
383129,Ichnites pterodactyli,species,66094,extinct,0
172308,Eubrontes sillimani,species,66094,extinct,46
67401,Eubrontes sillimani,species,66094,extinct,46
68016,Eubrontes sillimani,species,66094,extinct,46
96929,Eubrontes sillimani,species,66094,extinct,46
67385,Eubrontes,genus,54520,extinct,304
155311,Eubrontes,genus,66094,extinct,4
85783,Brontozoum thianschanicum,species,66094,extinct,1
439800,Eubrontes nobitai,species,66094,extinct,1
67381,Eubrontes,genus,54520,extinct,304
296496,Ornithichnites crassus,species,66094,extinct,0
383127,Ornithichnites argenterae,species,66094,extinct,0
348395,Eubrontes,genus,54520,extinct,304
347801,Eubrontes pareschequier,species,66094,extinct,1
67228,Eubrontes platypus,species,66094,extinct,4
67046,Eubrontes,genus,54520,extinct,304
225687,Eubrontes expansus,species,66094,extinct,2
67221,Eubrontes,genus,54520,extinct,304
357507,Eubrontes (Grallator),subgenus,66094,extinct,0
122290,Eubrontes,genus,54520,extinct,304
66095,Eubrontes giganteus,species,66094,extinct,63
67406,Eubrontes giganteus,species,66094,extinct,63
67408,Eubrontes giganteus,species,66094,extinct,63
96251,Eubrontes giganteus,species,66094,extinct,63
348401,Eubrontes,genus,66094,extinct,0
64083,Anchisauripus,genus,54520,extinct,54
92019,Anchisauripus bibractensis,species,64083,extinct,11
85751,Anchisauripus poolei,species,64083,extinct,1
141924,Anchisauripus thomasi,species,64083,extinct,1
68262,Anchisauripus australis,species,64083,extinct,1
85753,Anchisauripus gwyneddensis,species,64083,extinct,1
357509,Anchisauripus (Grallator),subgenus,64083,extinct,0
231458,Dilophosauripus,genus,54520,extinct,14
231459,Dilophosauripus williamsi,species,231458,extinct,6
64082,Grallatoridae,family,38513,extinct,835
64079,Grallator,genus,54520,extinct,432
133470,Grallator matsiengensis,species,64079,extinct,1
276207,Grallator,genus,54520,extinct,432
133385,Grallator,genus,54520,extinct,432
133433,Platysauropus robustus,species,64079,extinct,0
276208,Plastisauropus ingens,species,64079,extinct,3
67368,Grallator tenuis,species,64079,extinct,51
66096,Grallator tenuis,species,64079,extinct,51
68461,Grallator tenuis,species,64079,extinct,51
66091,Grallator tenuis,species,64079,extinct,51
67370,Grallator tenuis,species,64079,extinct,51
276368,Grallator lacunensis,species,64079,extinct,1
133621,Grallator crassidigitus,species,64079,extinct,1
133462,Grallator,genus,54520,extinct,432
276371,Grallator mokanametsongensis,species,64079,extinct,1
133618,Grallator graciosus,species,64079,extinct,1
133469,Grallator damanei,species,64079,extinct,1
96249,Grallator variabilis,species,64079,extinct,6
133620,Grallator minor,species,64079,extinct,1
276179,Grallator,genus,54520,extinct,432
133627,Grallator morijensis,species,64079,extinct,2
131245,Grallator tuberosus,species,64079,extinct,81
67400,Grallator tuberosus,species,64079,extinct,81
67384,Grallator tuberosus,species,64079,extinct,81
68466,Grallator tuberosus,species,64079,extinct,81
296495,Grallator tuberosus,species,64079,extinct,81
67397,Grallator tuberosus,species,64079,extinct,81
68017,Grallator tuberosus,species,64079,extinct,81
68463,Grallator tuberosus,species,64079,extinct,81
68018,Grallator tuberosus,species,64079,extinct,81
334330,Grallator andeolensis,species,64079,extinct,1
347724,Grallator,genus,64079,extinct,1
133619,Grallator rectilineus,species,64079,extinct,1
133628,Grallator moshoeshoei,species,64079,extinct,1
276357,Grallator minimus,species,64079,extinct,1
133476,Grallator molapoi,species,64079,extinct,1
64080,Grallator cursorius,species,64079,extinct,48
96918,Grallator cursorius,species,64079,extinct,48
68464,Grallator cursorius,species,64079,extinct,48
276356,Grallator angustidigitus,species,64079,extinct,1
96248,Grallator olonensis,species,64079,extinct,4
348389,Grallator,genus,54520,extinct,432
348390,Grallator,genus,64079,extinct,1
121366,Grallator emeiensis,species,64079,extinct,1
276370,Grallator rapidus,species,64079,extinct,1
276355,Grallator socialis,species,64079,extinct,2
131247,Grallator (Grallator),subgenus,64079,extinct,1
67246,Grallator ssatoi,species,64079,extinct,4
133284,Grallator,genus,54520,extinct,432
133626,Grallator lambereshei,species,64079,extinct,1
427171,Grallator,genus,64079,extinct,1
67218,Grallator limnosus,species,64079,extinct,0
54518,Grallator,genus,54520,extinct,432
54519,Agialopous wyomingensis,species,64079,extinct,1
396189,Grallator pingchuanensis,species,64079,extinct,3
